Temperature\t;Humidity\t;Pressure\t;Time
23.12\t;43.01\t;980.96\t;1517977590
23.13\t;44.05\t;981.05\t;1517977620
23.11\t;42.66\t;980.96\t;1517977650
23.12\t;44.06\t;981.06\t;1517977680
23.12\t;45.22\t;981.06\t;1517977710
23.14\t;43.24\t;980.96\t;1517977740
23.13\t;42.33\t;981.07\t;1517977770
23.15\t;43.35\t;981.09\t;1517977800
23.14\t;41.98\t;980.97\t;1517977830
23.12\t;42.72\t;980.94\t;1517977860
23.13\t;43.41\t;981.02\t;1517977890
23.12\t;42.28\t;981.07\t;1517977920
23.13\t;44.57\t;980.99\t;1517977950
23.14\t;42.87\t;981.03\t;1517977980
23.16\t;42.91\t;981.09\t;1517978010
23.16\t;43.51\t;981.12\t;1517978040
23.15\t;43.80\t;981.06\t;1517978070
23.15\t;44.05\t;981.09\t;1517978100
23.15\t;43.04\t;981.10\t;1517978130
23.13\t;44.76\t;981.05\t;1517978160
23.13\t;43.98\t;981.04\t;1517978190
23.14\t;44.52\t;981.07\t;1517978220
23.12\t;43.68\t;981.03\t;1517978250
23.12\t;42.13\t;981.08\t;1517978280
23.14\t;42.50\t;981.08\t;1517978310
23.13\t;43.95\t;981.06\t;1517978340
23.14\t;44.54\t;981.06\t;1517978370
23.14\t;42.69\t;981.11\t;1517978400
23.14\t;43.00\t;981.15\t;1517978430
23.15\t;43.55\t;981.05\t;1517978460
23.14\t;43.56\t;981.08\t;1517978490
23.14\t;43.59\t;981.04\t;1517978520
3.05\t;981.72\t;3030;1517978550
23.17\t;42.30\t;981.77\t;1517978580
23.15\t;44.23\t;981.73\t;1517978610
23.15\t;42.70\t;981.68\t;1517978640
23.14\t;46.16\t;981.75\t;1517978670
23.14\t;42.68\t;981.74\t;1517978700
23.14\t;42.04\t;981.74\t;1517978730
23.14\t;42.52\t;981.72\t;1517978760
23.15\t;41.26\t;981.69\t;1517978790
23.15\t;43.12\t;981.75\t;1517978820
23.15\t;42.85\t;981.71\t;1517978850
23.14\t;42.77\t;981.73\t;1517978880
23.15\t;43.40\t;981.76\t;1517978910
23.15\t;42.67\t;981.69\t;1517978940
23.17\t;41.53\t;981.66\t;1517978970
23.18\t;43.30\t;981.63\t;1517979000
23.19\t;42.71\t;981.67\t;1517979030
23.18\t;41.74\t;981.63\t;1517979060
23.19\t;42.37\t;981.63\t;1517979090
23.21\t;42.06\t;981.69\t;1517979120
23.2\t;43.43\t;981.71\t;1517979150
23.2\t;42.32\t;981.74\t;1517979180
23.2\t;41.80\t;981.70\t;1517979210
23.22\t;43.02\t;981.73\t;1517979240
23.22\t;41.72\t;981.71\t;1517979270
23.21\t;43.29\t;981.68\t;1517979300
23.22\t;43.22\t;981.72\t;1517979330
23.19\t;42.95\t;981.66\t;1517979360
23.2\t;44.68\t;981.71\t;1517979390
23.2\t;42.38\t;981.70\t;1517979420
23.18\t;43.88\t;981.73\t;1517979450
23.19\t;43.15\t;981.68\t;1517979480
23.18\t;43.07\t;981.69\t;1517979510
23.17\t;43.09\t;981.66\t;1517979540
23.18\t;41.99\t;981.67\t;1517979570
23.19\t;43.06\t;981.64\t;1517979600
23.2\t;41.77\t;981.73\t;1517979630
23.21\t;42.99\t;981.66\t;1517979660
23.2\t;42.25\t;981.74\t;1517979690
23.2\t;44.07\t;981.68\t;1517979720
23.19\t;43.39\t;981.70\t;1517979750
23.21\t;43.20\t;981.66\t;1517979780
23.23\t;43.93\t;981.68\t;1517979810
23.23\t;42.36\t;981.60\t;1517979840
23.22\t;43.13\t;981.75\t;1517979870
23.23\t;43.70\t;981.71\t;1517979900
23.23\t;43.48\t;981.67\t;1517979930
23.23\t;44.18\t;981.65\t;1517979960
23.23\t;44.00\t;981.71\t;1517979990
23.23\t;42.75\t;981.68\t;1517980020
23.22\t;44.04\t;981.79\t;1517980050
23.23\t;44.33\t;981.75\t;1517980080
23.21\t;43.89\t;981.74\t;1517980110
23.2\t;43.96\t;981.71\t;1517980140
23.19\t;41.97\t;981.70\t;1517980170
23.19\t;43.14\t;981.69\t;1517980200
23.18\t;44.46\t;981.73\t;1517980230
23.18\t;44.39\t;981.67\t;1517980260
23.21\t;43.71\t;981.65\t;1517980290
23.21\t;43.23\t;981.68\t;1517980320
23.19\t;41.96\t;981.70\t;1517980350
23.2\t;42.92\t;981.63\t;1517980380
23.19\t;42.68\t;981.66\t;1517980410
23.18\t;43.30\t;981.60\t;1517980440
23.2\t;43.18\t;981.63\t;1517980470
23.19\t;42.07\t;981.60\t;1517980500
23.2\t;44.30\t;981.69\t;1517980530
23.19\t;42.96\t;981.65\t;1517980560
23.21\t;41.63\t;981.67\t;1517980590
23.18\t;44.09\t;981.65\t;1517980620
23.17\t;43.16\t;981.58\t;1517980650
23.17\t;43.17\t;981.64\t;1517980680
23.15\t;43.10\t;981.52\t;1517980710
23.14\t;43.31\t;981.64\t;1517980740
23.14\t;44.35\t;981.52\t;1517980770
23.15\t;42.45\t;981.54\t;1517980800
23.13\t;41.78\t;981.52\t;1517980830
23.16\t;43.20\t;981.52\t;1517980860
23.14\t;43.16\t;981.47\t;1517980890
23.15\t;42.16\t;981.46\t;1517980920
23.15\t;42.46\t;981.57\t;1517980950
23.16\t;42.38\t;981.48\t;1517980980
23.17\t;42.73\t;981.49\t;1517981010
23.16\t;43.30\t;981.48\t;1517981040
23.16\t;43.44\t;981.47\t;1517981070
23.16\t;42.01\t;981.51\t;1517981100
23.17\t;40.19\t;981.46\t;1517981130
23.17\t;42.40\t;981.43\t;1517981160
23.14\t;42.91\t;981.43\t;1517981190
23.16\t;43.73\t;981.50\t;1517981220
23.15\t;43.13\t;981.49\t;1517981250
23.15\t;41.90\t;981.47\t;1517981280
23.13\t;44.35\t;981.45\t;1517981310
23.13\t;42.81\t;981.50\t;1517981340
23.14\t;41.90\t;981.46\t;1517981370
23.13\t;42.93\t;981.49\t;1517981400
23.13\t;41.42\t;981.48\t;1517981430
23.12\t;42.36\t;981.44\t;1517981460
23.14\t;42.77\t;981.47\t;1517981490
23.14\t;42.39\t;981.50\t;1517981520
23.14\t;42.16\t;981.51\t;1517981550
23.15\t;41.95\t;981.52\t;1517981580
23.16\t;42.54\t;981.55\t;1517981610
23.12\t;39.26\t;981.50\t;1517981640
23.13\t;43.36\t;981.45\t;1517981670
23.11\t;42.16\t;981.48\t;1517981700
23.13\t;42.78\t;981.47\t;1517981730
23.13\t;42.15\t;981.44\t;1517981760
23.14\t;41.28\t;981.44\t;1517981790
23.13\t;42.18\t;981.40\t;1517981820
23.14\t;43.97\t;981.44\t;1517981850
23.16\t;43.69\t;981.44\t;1517981880
23.15\t;41.47\t;981.38\t;1517981910
23.14\t;42.98\t;981.39\t;1517981940
23.14\t;41.58\t;981.47\t;1517981970
23.15\t;42.84\t;981.39\t;1517982000
23.15\t;42.55\t;981.42\t;1517982030
23.14\t;43.81\t;981.44\t;1517982060
23.15\t;43.60\t;981.50\t;1517982090
23.15\t;43.94\t;981.41\t;1517982120
23.14\t;42.10\t;981.43\t;1517982150
23.14\t;43.20\t;981.42\t;1517982180
23.12\t;42.74\t;981.40\t;1517982210
23.12\t;43.01\t;981.43\t;1517982240
23.12\t;43.08\t;981.38\t;1517982270
23.12\t;44.56\t;981.38\t;1517982300
23.13\t;43.25\t;981.42\t;1517982330
23.13\t;43.29\t;981.37\t;1517982360
23.12\t;43.06\t;981.38\t;1517982390
23.14\t;42.68\t;981.38\t;1517982420
23.15\t;43.03\t;981.36\t;1517982450
23.14\t;44.02\t;981.37\t;1517982480
23.16\t;43.72\t;981.46\t;1517982510
23.17\t;42.83\t;981.40\t;1517982540
23.15\t;44.59\t;981.36\t;1517982570
23.15\t;43.63\t;981.40\t;1517982600
23.15\t;44.13\t;981.39\t;1517982630
23.15\t;43.71\t;981.33\t;1517982660
23.14\t;44.87\t;981.40\t;1517982690
23.14\t;43.69\t;981.43\t;1517982720
23.15\t;43.79\t;981.34\t;1517982750
23.14\t;44.90\t;981.33\t;1517982780
23.13\t;43.17\t;981.35\t;1517982810
23.12\t;43.61\t;981.29\t;1517982840
23.13\t;42.86\t;981.30\t;1517982870
23.13\t;43.60\t;981.28\t;1517982900
23.14\t;44.12\t;981.34\t;1517982930
23.14\t;43.57\t;981.24\t;1517982960
23.13\t;42.62\t;981.30\t;1517982990
23.14\t;43.48\t;981.24\t;1517983020
23.14\t;43.75\t;981.25\t;1517983050
23.14\t;42.32\t;981.24\t;1517983080
23.13\t;42.36\t;981.19\t;1517983110
23.14\t;42.09\t;981.32\t;1517983140
23.14\t;42.11\t;981.26\t;1517983170
23.14\t;43.71\t;981.15\t;1517983200
23.15\t;43.51\t;981.22\t;1517983230
23.14\t;43.41\t;981.12\t;1517983260
23.15\t;45.20\t;981.10\t;1517983290
23.13\t;44.37\t;981.17\t;1517983320
23.15\t;43.46\t;981.16\t;1517983350
23.14\t;44.28\t;981.16\t;1517983380
23.12\t;43.38\t;981.24\t;1517983410
23.14\t;41.91\t;981.19\t;1517983440
23.12\t;43.47\t;981.13\t;1517983470
23.15\t;43.61\t;981.19\t;1517983500
23.13\t;42.58\t;981.18\t;1517983530
23.15\t;43.35\t;981.22\t;1517983560
23.14\t;43.36\t;981.19\t;1517983590
23.15\t;43.45\t;981.16\t;1517983620
23.13\t;43.37\t;981.08\t;1517983650
23.13\t;42.76\t;981.10\t;1517983680
23.14\t;43.80\t;981.07\t;1517983710
23.13\t;43.53\t;981.11\t;1517983740
23.13\t;43.69\t;981.03\t;1517983770
23.13\t;43.47\t;981.10\t;1517983800
23.12\t;42.84\t;981.12\t;1517983830
23.13\t;42.83\t;981.08\t;1517983860
23.13\t;43.42\t;981.10\t;1517983890
23.13\t;44.59\t;981.10\t;1517983920
23.15\t;44.88\t;981.16\t;1517983950
23.14\t;42.12\t;981.14\t;1517983980
23.15\t;44.20\t;981.08\t;1517984010
23.14\t;44.49\t;981.01\t;1517984040
23.15\t;44.04\t;981.11\t;1517984070
23.16\t;43.98\t;981.03\t;1517984100
23.17\t;43.74\t;981.07\t;1517984130
23.16\t;44.21\t;981.09\t;1517984160
23.14\t;44.49\t;981.15\t;1517984190
23.14\t;44.17\t;981.12\t;1517984220
23.14\t;43.20\t;981.07\t;1517984250
23.14\t;44.70\t;981.08\t;1517984280
23.14\t;43.60\t;981.07\t;1517984310
23.14\t;43.38\t;981.11\t;1517984340
23.15\t;43.91\t;981.13\t;1517984370
20.7\t;40.79\t;989.00\t;1517984400
20.7\t;40.42\t;988.95\t;1517984430
20.71\t;39.53\t;988.97\t;1517984460
20.73\t;39.63\t;989.00\t;1517984490
20.71\t;40.91\t;988.98\t;1517984520
20.73\t;39.70\t;988.92\t;1517984550
20.73\t;41.39\t;989.02\t;1517984580
20.73\t;41.24\t;989.04\t;1517984610
20.72\t;40.31\t;988.94\t;1517984640
20.74\t;42.36\t;988.87\t;1517984670
20.74\t;40.85\t;988.95\t;1517984700
20.74\t;40.66\t;989.00\t;1517984730
20.75\t;40.28\t;988.88\t;1517984760
20.74\t;41.81\t;989.00\t;1517984790
20.75\t;40.82\t;988.94\t;1517984820
20.74\t;40.14\t;989.04\t;1517984850
20.76\t;41.25\t;988.94\t;1517984880
20.75\t;40.00\t;988.97\t;1517984910
20.75\t;41.28\t;988.99\t;1517984940
20.75\t;40.67\t;989.01\t;1517984970
20.76\t;41.04\t;989.01\t;1517985000
20.73\t;42.38\t;989.05\t;1517985030
20.74\t;40.56\t;988.96\t;1517985060
20.76\t;40.90\t;989.02\t;1517985090
20.75\t;40.68\t;989.00\t;1517985120
20.77\t;38.95\t;989.06\t;1517985150
20.77\t;39.93\t;988.97\t;1517985180
20.79\t;39.85\t;989.09\t;1517985210
20.78\t;40.53\t;988.98\t;1517985240
20.77\t;40.22\t;988.92\t;1517985270
20.77\t;39.49\t;988.97\t;1517985300
20.78\t;40.44\t;988.89\t;1517985330
20.77\t;39.87\t;988.97\t;1517985360
20.77\t;40.82\t;988.97\t;1517985390
20.79\t;40.69\t;988.96\t;1517985420
20.77\t;40.55\t;988.97\t;1517985450
20.77\t;39.92\t;988.88\t;1517985480
20.77\t;40.60\t;988.92\t;1517985510
20.77\t;41.04\t;988.90\t;1517985540
20.78\t;40.68\t;988.86\t;1517985570
20.77\t;41.46\t;988.88\t;1517985600
20.77\t;39.44\t;988.89\t;1517985630
20.79\t;39.55\t;988.88\t;1517985660
20.79\t;42.37\t;988.86\t;1517985690
20.8\t;40.21\t;988.99\t;1517985720
20.8\t;38.94\t;988.91\t;1517985750
20.79\t;41.47\t;988.96\t;1517985780
20.8\t;40.57\t;988.93\t;1517985810
20.79\t;40.51\t;988.85\t;1517985840
20.79\t;39.94\t;988.89\t;1517985870
20.8\t;40.66\t;988.91\t;1517985900
20.8\t;40.79\t;988.90\t;1517985930
20.79\t;40.13\t;988.93\t;1517985960
20.76\t;39.74\t;988.97\t;1517985990
20.79\t;40.58\t;988.85\t;1517986020
20.8\t;40.63\t;988.85\t;1517986050
20.8\t;41.89\t;988.88\t;1517986080
20.8\t;40.11\t;988.84\t;1517986110
20.79\t;39.66\t;988.91\t;1517986140
20.8\t;40.14\t;988.85\t;1517986170
20.8\t;40.26\t;988.85\t;1517986200
20.81\t;40.66\t;988.92\t;1517986230
20.79\t;38.72\t;988.94\t;1517986260
20.81\t;41.35\t;988.88\t;1517986290
20.8\t;40.40\t;988.95\t;1517986320
20.82\t;38.64\t;988.91\t;1517986350
20.82\t;39.34\t;988.90\t;1517986380
20.82\t;40.43\t;988.88\t;1517986410
20.83\t;40.96\t;988.88\t;1517986440
20.83\t;40.55\t;988.95\t;1517986470
20.83\t;40.12\t;988.80\t;1517986500
20.85\t;40.78\t;988.86\t;1517986530
20.84\t;40.24\t;988.86\t;1517986560
20.83\t;40.73\t;988.86\t;1517986590
20.84\t;41.22\t;988.84\t;1517986620
20.85\t;40.34\t;988.78\t;1517986650
20.86\t;39.87\t;988.77\t;1517986680
20.85\t;40.76\t;988.82\t;1517986710
20.86\t;39.51\t;988.79\t;1517986740
20.85\t;40.97\t;988.82\t;1517986770
20.86\t;38.99\t;988.81\t;1517986800
20.85\t;41.80\t;988.85\t;1517986830
20.85\t;41.63\t;988.78\t;1517986860
20.84\t;38.94\t;988.79\t;1517986890
20.86\t;41.98\t;988.74\t;1517986920
20.87\t;39.70\t;988.70\t;1517986950
20.86\t;39.98\t;988.79\t;1517986980
20.85\t;40.89\t;988.74\t;1517987010
20.86\t;39.79\t;988.84\t;1517987040
20.85\t;40.92\t;988.75\t;1517987070
20.85\t;41.19\t;988.69\t;1517987100
20.86\t;40.23\t;988.75\t;1517987130
20.87\t;41.21\t;988.71\t;1517987160
20.87\t;40.00\t;988.79\t;1517987190
20.87\t;41.39\t;988.79\t;1517987220
20.86\t;42.07\t;988.71\t;1517987250
20.84\t;41.04\t;988.73\t;1517987280
20.86\t;41.15\t;988.80\t;1517987310
20.86\t;41.75\t;988.74\t;1517987340
20.87\t;41.26\t;988.79\t;1517987370
20.87\t;38.54\t;988.72\t;1517987400
20.87\t;40.88\t;988.71\t;1517987430
20.88\t;40.79\t;988.71\t;1517987460
20.87\t;40.00\t;988.75\t;1517987490
20.9\t;40.87\t;988.70\t;1517987520
20.87\t;40.44\t;988.82\t;1517987550
20.89\t;40.86\t;988.76\t;1517987580
20.88\t;41.51\t;988.79\t;1517987610
20.88\t;41.90\t;988.81\t;1517987640
20.88\t;40.95\t;988.79\t;1517987670
20.89\t;41.84\t;988.79\t;1517987700
20.9\t;41.11\t;988.84\t;1517987730
20.89\t;40.51\t;988.80\t;1517987760
20.9\t;40.66\t;988.87\t;1517987790
20.9\t;40.79\t;988.86\t;1517987820
20.89\t;40.08\t;988.86\t;1517987850
20.9\t;40.41\t;988.86\t;1517987880
20.9\t;40.22\t;988.83\t;1517987910
20.91\t;40.81\t;988.90\t;1517987940
20.9\t;40.88\t;988.85\t;1517987970
20.91\t;40.90\t;988.88\t;1517988000
20.91\t;41.64\t;988.88\t;1517988030
20.92\t;42.00\t;988.99\t;1517988060
20.91\t;40.82\t;988.91\t;1517988090
20.92\t;40.59\t;988.94\t;1517988120
20.92\t;42.14\t;988.97\t;1517988150
20.93\t;40.36\t;988.91\t;1517988180
20.92\t;40.54\t;988.97\t;1517988210
20.92\t;40.31\t;988.96\t;1517988240
20.93\t;42.99\t;989.01\t;1517988270
20.92\t;41.11\t;988.96\t;1517988300
20.92\t;41.46\t;988.89\t;1517988330
20.91\t;38.72\t;988.98\t;1517988360
20.92\t;41.76\t;989.01\t;1517988390
20.92\t;41.51\t;988.93\t;1517988420
20.91\t;42.90\t;988.92\t;1517988450
20.92\t;39.94\t;988.96\t;1517988480
20.92\t;40.19\t;989.00\t;1517988510
20.93\t;40.47\t;989.06\t;1517988540
20.91\t;40.95\t;988.92\t;1517988570
20.91\t;42.71\t;988.93\t;1517988600
20.93\t;40.64\t;988.92\t;1517988630
20.93\t;41.23\t;988.96\t;1517988660
20.93\t;41.21\t;988.93\t;1517988690
20.94\t;40.87\t;988.95\t;1517988720
20.94\t;40.92\t;988.93\t;1517988750
20.93\t;40.63\t;988.90\t;1517988780
20.94\t;41.21\t;988.89\t;1517988810
20.93\t;39.78\t;988.92\t;1517988840
20.93\t;40.64\t;988.92\t;1517988870
20.94\t;40.08\t;988.93\t;1517988900
20.95\t;39.99\t;988.93\t;1517988930
20.94\t;40.80\t;988.89\t;1517988960
20.95\t;40.57\t;988.91\t;1517988990
20.94\t;40.65\t;988.91\t;1517989020
20.94\t;39.76\t;988.95\t;1517989050
20.93\t;40.90\t;988.96\t;1517989080
20.93\t;40.96\t;988.92\t;1517989110
20.93\t;38.80\t;988.98\t;1517989140
20.93\t;41.36\t;988.94\t;1517989170
20.93\t;41.68\t;989.00\t;1517989200
20.94\t;41.48\t;989.01\t;1517989230
20.93\t;41.34\t;988.91\t;1517989260
20.92\t;41.83\t;988.90\t;1517989290
20.92\t;41.90\t;988.89\t;1517989320
20.92\t;41.86\t;989.01\t;1517989350
20.92\t;41.27\t;988.99\t;1517989380
20.92\t;41.46\t;989.14\t;1517989410
20.94\t;40.66\t;988.95\t;1517989440
20.93\t;41.77\t;989.04\t;1517989470
20.93\t;40.58\t;988.95\t;1517989500
20.93\t;41.70\t;988.97\t;1517989530
20.93\t;41.55\t;988.95\t;1517989560
20.94\t;41.06\t;988.96\t;1517989590
20.94\t;40.81\t;988.96\t;1517989620
20.94\t;41.39\t;988.88\t;1517989650
20.94\t;41.39\t;988.96\t;1517989680
20.94\t;41.39\t;988.90\t;1517989710
20.93\t;41.06\t;988.94\t;1517989740
20.93\t;42.31\t;988.91\t;1517989770
20.94\t;41.57\t;988.97\t;1517989800
20.95\t;42.28\t;988.97\t;1517989830
20.95\t;40.91\t;988.95\t;1517989860
20.95\t;41.34\t;988.95\t;1517989890
20.95\t;41.15\t;988.91\t;1517989920
20.96\t;41.21\t;988.91\t;1517989950
20.96\t;42.18\t;988.99\t;1517989980
20.96\t;41.38\t;989.01\t;1517990010
20.96\t;40.80\t;988.91\t;1517990040
20.96\t;41.52\t;988.96\t;1517990070
20.97\t;41.37\t;988.99\t;1517990100
20.97\t;41.20\t;988.99\t;1517990130
20.95\t;40.47\t;989.07\t;1517990160
20.95\t;41.15\t;988.98\t;1517990190
20.95\t;41.16\t;989.02\t;1517990220
20.96\t;40.59\t;988.94\t;1517990250
20.96\t;40.56\t;989.04\t;1517990280
20.98\t;40.14\t;989.05\t;1517990310
20.99\t;40.05\t;988.98\t;1517990340
20.99\t;40.48\t;988.98\t;1517990370
20.99\t;41.11\t;989.05\t;1517990400
21.0\t;40.26\t;989.00\t;1517990430
20.98\t;41.82\t;989.00\t;1517990460
20.98\t;41.60\t;989.07\t;1517990490
20.97\t;40.19\t;989.01\t;1517990520
20.98\t;40.52\t;988.99\t;1517990550
20.99\t;40.03\t;989.00\t;1517990580
20.99\t;41.55\t;988.98\t;1517990610
20.98\t;41.19\t;989.07\t;1517990640
20.98\t;42.02\t;989.00\t;1517990670
20.98\t;41.17\t;988.99\t;1517990700
20.97\t;41.06\t;989.02\t;1517990730
20.99\t;41.38\t;988.98\t;1517990760
20.99\t;41.64\t;989.00\t;1517990790
20.99\t;42.66\t;988.96\t;1517990820
20.99\t;39.97\t;988.98\t;1517990850
20.98\t;41.10\t;988.97\t;1517990880
21.0\t;40.77\t;988.97\t;1517990910
20.99\t;40.18\t;988.98\t;1517990940
20.99\t;41.69\t;988.92\t;1517990970
20.99\t;40.92\t;988.96\t;1517991000
20.99\t;42.06\t;989.00\t;1517991030
21.0\t;41.28\t;988.97\t;1517991060
21.0\t;40.90\t;988.98\t;1517991090
21.01\t;40.91\t;989.01\t;1517991120
21.01\t;40.21\t;988.97\t;1517991150
21.0\t;41.02\t;989.00\t;1517991180
20.98\t;40.79\t;988.94\t;1517991210
20.99\t;40.63\t;988.97\t;1517991240
20.99\t;43.41\t;989.00\t;1517991270
21.01\t;39.17\t;988.94\t;1517991300
21.0\t;41.38\t;988.92\t;1517991330
21.0\t;39.82\t;989.04\t;1517991360
21.0\t;41.45\t;989.00\t;1517991390
21.01\t;40.22\t;988.97\t;1517991420
21.02\t;41.27\t;988.99\t;1517991450
20.98\t;40.12\t;988.95\t;1517991480
21.0\t;41.48\t;988.95\t;1517991510
21.0\t;40.96\t;989.01\t;1517991540
21.0\t;40.83\t;988.97\t;1517991570
21.0\t;42.29\t;988.96\t;1517991600
20.99\t;40.86\t;988.96\t;1517991630
21.01\t;41.67\t;989.04\t;1517991660
21.02\t;40.98\t;988.96\t;1517991690
21.02\t;39.69\t;989.01\t;1517991720
21.01\t;40.55\t;989.01\t;1517991750
21.0\t;41.24\t;988.97\t;1517991780
21.01\t;39.99\t;989.03\t;1517991810
21.0\t;40.65\t;988.98\t;1517991840
21.0\t;40.77\t;989.00\t;1517991870
21.0\t;40.87\t;989.04\t;1517991900
21.01\t;40.09\t;988.99\t;1517991930
21.01\t;42.10\t;988.90\t;1517991960
21.01\t;41.35\t;988.91\t;1517991990
21.01\t;40.76\t;988.93\t;1517992020
21.0\t;40.88\t;988.97\t;1517992050
21.0\t;41.33\t;988.93\t;1517992080
21.01\t;42.19\t;989.03\t;1517992110
21.01\t;41.28\t;988.97\t;1517992140
21.0\t;40.16\t;989.06\t;1517992170
21.01\t;40.09\t;989.00\t;1517992200
21.0\t;40.90\t;989.05\t;1517992230
21.01\t;40.89\t;988.95\t;1517992260
21.01\t;41.02\t;989.03\t;1517992290
21.02\t;41.54\t;988.98\t;1517992320
21.02\t;40.86\t;988.95\t;1517992350
21.02\t;42.37\t;989.07\t;1517992380
21.04\t;40.79\t;988.94\t;1517992410
21.02\t;41.13\t;988.99\t;1517992440
21.02\t;40.94\t;988.99\t;1517992470
21.01\t;41.65\t;989.01\t;1517992500
21.03\t;42.43\t;988.90\t;1517992530
21.02\t;41.47\t;988.95\t;1517992560
21.02\t;41.63\t;988.96\t;1517992590
21.01\t;39.99\t;989.03\t;1517992620
21.02\t;39.96\t;989.03\t;1517992650
21.01\t;39.88\t;988.95\t;1517992680
21.02\t;41.21\t;988.95\t;1517992710
21.02\t;39.99\t;989.00\t;1517992740
21.02\t;41.27\t;988.97\t;1517992770
21.03\t;40.23\t;988.99\t;1517992800
21.03\t;40.82\t;988.93\t;1517992830
21.04\t;41.40\t;989.02\t;1517992860
21.04\t;40.41\t;989.02\t;1517992890
21.03\t;40.12\t;989.02\t;1517992920
21.02\t;42.14\t;988.96\t;1517992950
21.03\t;40.18\t;988.93\t;1517992980
21.04\t;40.92\t;988.93\t;1517993010
21.05\t;40.69\t;989.01\t;1517993040
21.04\t;41.03\t;989.01\t;1517993070
21.02\t;39.63\t;989.01\t;1517993100
21.03\t;39.85\t;989.10\t;1517993130
21.02\t;39.21\t;988.99\t;1517993160
21.04\t;40.59\t;989.01\t;1517993190
21.05\t;40.89\t;989.03\t;1517993220
21.04\t;41.76\t;989.01\t;1517993250
21.05\t;39.49\t;989.05\t;1517993280
21.04\t;41.59\t;989.03\t;1517993310
21.04\t;41.76\t;989.02\t;1517993340
21.05\t;41.14\t;988.97\t;1517993370
21.04\t;40.80\t;989.08\t;1517993400
21.05\t;41.73\t;989.00\t;1517993430
21.04\t;39.92\t;989.03\t;1517993460
21.04\t;41.48\t;989.04\t;1517993490
21.06\t;41.25\t;989.09\t;1517993520
21.05\t;39.78\t;989.04\t;1517993550
21.06\t;40.57\t;988.98\t;1517993580
21.04\t;42.27\t;989.03\t;1517993610
21.05\t;40.38\t;988.98\t;1517993640
