Temperature\t;Humidity\t;Pressure\t;Time
21.07\t;41.60\t;989.04\t;1517993670
21.06\t;40.76\t;989.02\t;1517993700
21.06\t;40.36\t;988.98\t;1517993730
21.07\t;40.81\t;988.93\t;1517993760
21.06\t;42.87\t;988.97\t;1517993790
21.06\t;41.23\t;989.02\t;1517993820
21.07\t;40.99\t;988.98\t;1517993850
21.05\t;40.93\t;988.99\t;1517993880
21.06\t;41.11\t;989.06\t;1517993910
21.05\t;42.34\t;989.04\t;1517993940
21.04\t;40.94\t;988.94\t;1517993970
21.03\t;41.00\t;989.05\t;1517994000
21.05\t;39.97\t;988.99\t;1517994030
21.07\t;41.49\t;989.04\t;1517994060
21.09\t;41.51\t;989.12\t;1517994090
21.05\t;41.34\t;988.99\t;1517994120
21.06\t;41.40\t;989.01\t;1517994150
21.06\t;40.73\t;989.04\t;1517994180
21.07\t;40.88\t;989.09\t;1517994210
21.04\t;41.39\t;989.11\t;1517994240
21.06\t;41.79\t;989.06\t;1517994270
21.07\t;40.90\t;989.09\t;1517994300
21.06\t;41.98\t;989.03\t;1517994330
21.07\t;39.92\t;989.04\t;1517994360
21.07\t;41.37\t;989.05\t;1517994390
21.06\t;40.95\t;989.12\t;1517994420
21.07\t;40.44\t;989.12\t;1517994450
21.06\t;41.75\t;989.06\t;1517994480
21.07\t;40.84\t;989.04\t;1517994510
21.06\t;41.04\t;989.13\t;1517994540
21.07\t;40.94\t;989.11\t;1517994570
21.06\t;41.46\t;989.07\t;1517994600
21.06\t;39.93\t;989.05\t;1517994630
21.06\t;40.49\t;989.03\t;1517994660
21.07\t;40.88\t;989.16\t;1517994690
21.06\t;40.87\t;989.12\t;1517994720
21.05\t;40.94\t;989.09\t;1517994750
21.07\t;41.44\t;989.07\t;1517994780
21.08\t;41.42\t;989.01\t;1517994810
21.08\t;39.80\t;989.11\t;1517994840
21.09\t;41.59\t;989.05\t;1517994870
21.08\t;41.51\t;989.10\t;1517994900
21.07\t;42.87\t;989.10\t;1517994930
21.08\t;40.99\t;989.08\t;1517994960
21.07\t;40.86\t;989.11\t;1517994990
21.09\t;39.69\t;989.14\t;1517995020
21.09\t;40.94\t;989.11\t;1517995050
21.08\t;40.87\t;989.09\t;1517995080
21.08\t;40.96\t;989.05\t;1517995110
21.07\t;40.73\t;989.16\t;1517995140
21.08\t;41.58\t;989.09\t;1517995170
21.09\t;40.71\t;989.12\t;1517995200
21.11\t;41.37\t;989.16\t;1517995230
21.13\t;40.94\t;989.11\t;1517995260
21.17\t;41.14\t;989.15\t;1517995290
21.18\t;40.60\t;989.12\t;1517995320
21.18\t;40.52\t;989.14\t;1517995350
21.18\t;42.63\t;989.17\t;1517995380
21.2\t;43.54\t;989.16\t;1517995410
21.22\t;43.45\t;989.16\t;1517995440
21.23\t;43.94\t;989.18\t;1517995470
21.23\t;44.25\t;989.19\t;1517995500
21.25\t;44.84\t;989.18\t;1517995530
21.26\t;43.60\t;989.08\t;1517995560
21.26\t;45.18\t;989.13\t;1517995590
21.27\t;44.50\t;989.10\t;1517995620
21.27\t;45.66\t;989.20\t;1517995650
21.28\t;44.43\t;989.13\t;1517995680
21.29\t;44.78\t;989.14\t;1517995710
21.3\t;44.85\t;989.07\t;1517995740
21.29\t;44.88\t;989.19\t;1517995770
21.3\t;43.93\t;989.13\t;1517995800
21.27\t;44.85\t;989.12\t;1517995830
21.26\t;45.17\t;989.18\t;1517995860
21.27\t;43.88\t;989.12\t;1517995890
21.24\t;44.74\t;989.10\t;1517995920
21.25\t;45.24\t;989.17\t;1517995950
21.26\t;44.29\t;989.07\t;1517995980
21.24\t;44.06\t;989.11\t;1517996010
21.25\t;43.02\t;989.20\t;1517996040
21.26\t;44.56\t;989.17\t;1517996070
21.25\t;44.59\t;989.14\t;1517996100
21.24\t;44.55\t;989.14\t;1517996130
21.24\t;43.97\t;989.12\t;1517996160
21.25\t;43.41\t;989.13\t;1517996190
21.26\t;44.20\t;989.08\t;1517996220
21.25\t;44.14\t;989.20\t;1517996250
21.25\t;44.22\t;989.15\t;1517996280
21.24\t;44.65\t;989.20\t;1517996310
21.25\t;42.80\t;989.13\t;1517996340
21.25\t;43.99\t;989.10\t;1517996370
21.24\t;44.54\t;989.09\t;1517996400
21.23\t;43.82\t;989.12\t;1517996430
21.24\t;44.18\t;989.11\t;1517996460
21.24\t;43.35\t;989.11\t;1517996490
21.25\t;44.11\t;989.03\t;1517996520
21.25\t;43.47\t;989.06\t;1517996550
21.25\t;43.24\t;989.11\t;1517996580
21.26\t;42.93\t;989.15\t;1517996610
21.26\t;43.24\t;989.11\t;1517996640
21.26\t;43.03\t;989.15\t;1517996670
21.26\t;43.25\t;989.11\t;1517996700
21.27\t;43.00\t;989.14\t;1517996730
21.24\t;43.72\t;989.13\t;1517996760
21.26\t;43.42\t;989.05\t;1517996790
21.26\t;43.62\t;989.01\t;1517996820
21.25\t;45.04\t;989.15\t;1517996850
21.26\t;43.66\t;989.11\t;1517996880
21.27\t;43.21\t;989.13\t;1517996910
21.28\t;42.57\t;989.10\t;1517996940
21.28\t;43.01\t;989.10\t;1517996970
21.27\t;43.95\t;989.09\t;1517997000
21.26\t;43.82\t;989.04\t;1517997030
21.26\t;43.71\t;989.09\t;1517997060
21.27\t;43.14\t;989.11\t;1517997090
21.27\t;43.62\t;989.16\t;1517997120
21.28\t;43.81\t;989.22\t;1517997150
21.27\t;43.40\t;989.12\t;1517997180
21.27\t;42.23\t;989.21\t;1517997210
21.28\t;43.04\t;989.14\t;1517997240
21.27\t;41.27\t;989.22\t;1517997270
21.28\t;44.42\t;989.17\t;1517997300
21.27\t;42.42\t;989.26\t;1517997330
21.28\t;42.31\t;989.18\t;1517997360
21.27\t;43.39\t;989.20\t;1517997390
21.27\t;42.24\t;989.23\t;1517997420
21.26\t;42.82\t;989.25\t;1517997450
21.27\t;42.36\t;989.20\t;1517997480
21.27\t;42.58\t;989.23\t;1517997510
21.27\t;42.08\t;989.24\t;1517997540
21.27\t;42.21\t;989.27\t;1517997570
21.26\t;42.64\t;989.21\t;1517997600
21.27\t;42.42\t;989.20\t;1517997630
21.27\t;42.89\t;989.21\t;1517997660
21.28\t;42.84\t;989.16\t;1517997690
21.28\t;43.43\t;989.19\t;1517997720
21.29\t;42.10\t;989.20\t;1517997750
21.29\t;42.28\t;989.24\t;1517997780
21.29\t;42.95\t;989.22\t;1517997810
21.28\t;42.51\t;989.24\t;1517997840
21.29\t;43.08\t;989.18\t;1517997870
21.3\t;42.43\t;989.23\t;1517997900
21.28\t;41.59\t;989.25\t;1517997930
21.26\t;42.71\t;989.25\t;1517997960
21.28\t;42.26\t;989.22\t;1517997990
21.28\t;41.97\t;989.20\t;1517998020
21.28\t;42.81\t;989.24\t;1517998050
21.29\t;42.43\t;989.23\t;1517998080
21.28\t;42.41\t;989.18\t;1517998110
21.27\t;42.28\t;989.17\t;1517998140
21.28\t;44.20\t;989.19\t;1517998170
21.29\t;42.39\t;989.17\t;1517998200
21.28\t;40.13\t;989.14\t;1517998230
21.29\t;42.73\t;989.21\t;1517998260
21.29\t;43.06\t;989.09\t;1517998290
21.3\t;41.46\t;989.17\t;1517998320
21.28\t;42.69\t;989.18\t;1517998350
21.27\t;42.35\t;989.14\t;1517998380
21.28\t;43.51\t;989.14\t;1517998410
21.29\t;42.04\t;989.09\t;1517998440
21.29\t;42.54\t;989.11\t;1517998470
21.28\t;42.26\t;989.18\t;1517998500
21.27\t;42.12\t;989.15\t;1517998530
21.28\t;42.18\t;989.07\t;1517998560
21.27\t;43.28\t;989.19\t;1517998590
21.28\t;43.06\t;989.14\t;1517998620
21.27\t;42.71\t;989.15\t;1517998650
21.26\t;42.48\t;989.22\t;1517998680
21.27\t;42.44\t;989.19\t;1517998710
21.27\t;41.91\t;989.17\t;1517998740
21.28\t;43.77\t;989.10\t;1517998770
21.29\t;40.39\t;989.11\t;1517998800
21.29\t;42.66\t;989.19\t;1517998830
21.29\t;42.22\t;989.14\t;1517998860
21.3\t;41.63\t;989.18\t;1517998890
21.29\t;43.38\t;989.09\t;1517998920
21.29\t;41.41\t;989.09\t;1517998950
21.28\t;41.61\t;989.18\t;1517998980
21.28\t;42.53\t;989.17\t;1517999010
21.28\t;41.48\t;989.10\t;1517999040
21.27\t;42.41\t;989.03\t;1517999070
21.28\t;43.87\t;989.11\t;1517999100
21.26\t;43.44\t;989.10\t;1517999130
21.26\t;42.07\t;989.02\t;1517999160
21.26\t;43.05\t;989.03\t;1517999190
21.27\t;41.02\t;989.02\t;1517999220
21.26\t;41.78\t;989.03\t;1517999250
21.25\t;41.66\t;988.99\t;1517999280
21.25\t;41.86\t;989.01\t;1517999310
21.26\t;42.80\t;989.03\t;1517999340
21.27\t;42.36\t;988.98\t;1517999370
21.27\t;41.85\t;989.01\t;1517999400
21.28\t;41.64\t;989.04\t;1517999430
21.27\t;41.94\t;989.06\t;1517999460
21.28\t;41.57\t;989.11\t;1517999490
21.29\t;42.11\t;989.10\t;1517999520
21.27\t;43.33\t;989.12\t;1517999550
21.29\t;42.17\t;989.16\t;1517999580
21.26\t;42.89\t;989.17\t;1517999610
21.26\t;41.58\t;989.10\t;1517999640
21.27\t;42.72\t;989.10\t;1517999670
21.26\t;41.14\t;989.17\t;1517999700
21.26\t;41.68\t;989.09\t;1517999730
21.27\t;41.94\t;989.07\t;1517999760
21.26\t;42.64\t;989.07\t;1517999790
21.27\t;41.70\t;989.04\t;1517999820
21.26\t;42.28\t;989.09\t;1517999850
21.25\t;42.52\t;989.10\t;1517999880
21.26\t;40.18\t;989.08\t;1517999910
21.26\t;41.85\t;989.08\t;1517999940
21.27\t;42.51\t;989.13\t;1517999970
21.25\t;41.21\t;988.97\t;1518000000
21.24\t;40.58\t;989.13\t;1518000030
21.25\t;41.95\t;989.02\t;1518000060
21.26\t;42.38\t;989.05\t;1518000090
21.26\t;41.70\t;989.00\t;1518000120
21.26\t;43.31\t;989.03\t;1518000150
21.24\t;41.22\t;989.02\t;1518000180
21.27\t;43.82\t;988.98\t;1518000210
21.28\t;41.91\t;989.06\t;1518000240
21.27\t;41.74\t;989.07\t;1518000270
21.26\t;41.90\t;989.01\t;1518000300
21.27\t;41.83\t;989.02\t;1518000330
21.27\t;42.79\t;989.07\t;1518000360
21.26\t;42.57\t;989.01\t;1518000390
21.26\t;41.19\t;989.01\t;1518000420
21.28\t;41.40\t;989.01\t;1518000450
21.26\t;44.59\t;989.05\t;1518000480
21.27\t;41.86\t;988.97\t;1518000510
21.26\t;41.28\t;989.01\t;1518000540
21.27\t;41.48\t;989.06\t;1518000570
21.26\t;41.84\t;989.07\t;1518000600
21.27\t;41.32\t;989.01\t;1518000630
21.27\t;41.96\t;989.03\t;1518000660
21.26\t;40.36\t;989.04\t;1518000690
21.27\t;41.78\t;989.03\t;1518000720
21.27\t;39.88\t;989.09\t;1518000750
21.26\t;42.39\t;989.02\t;1518000780
21.25\t;41.40\t;989.04\t;1518000810
21.26\t;41.90\t;989.04\t;1518000840
21.25\t;41.92\t;989.04\t;1518000870
21.28\t;41.42\t;988.98\t;1518000900
21.27\t;42.74\t;989.11\t;1518000930
21.25\t;42.32\t;989.08\t;1518000960
21.24\t;42.21\t;989.10\t;1518000990
21.28\t;41.71\t;989.09\t;1518001020
21.28\t;41.34\t;989.11\t;1518001050
21.27\t;40.57\t;989.05\t;1518001080
21.26\t;41.04\t;989.04\t;1518001110
21.26\t;40.66\t;989.10\t;1518001140
21.26\t;40.41\t;989.07\t;1518001170
21.27\t;41.46\t;989.08\t;1518001200
21.28\t;41.30\t;989.05\t;1518001230
21.28\t;41.35\t;989.05\t;1518001260
21.27\t;42.14\t;989.01\t;1518001290
21.26\t;42.86\t;989.03\t;1518001320
21.27\t;42.15\t;989.04\t;1518001350
21.28\t;41.99\t;989.08\t;1518001380
21.27\t;41.76\t;989.03\t;1518001410
21.29\t;42.75\t;989.13\t;1518001440
21.28\t;39.10\t;989.08\t;1518001470
21.29\t;41.66\t;989.04\t;1518001500
21.28\t;42.29\t;989.00\t;1518001530
21.29\t;41.18\t;989.05\t;1518001560
21.27\t;42.96\t;989.01\t;1518001590
21.27\t;41.19\t;989.01\t;1518001620
21.27\t;42.12\t;988.99\t;1518001650
21.28\t;40.98\t;989.04\t;1518001680
21.27\t;42.44\t;989.05\t;1518001710
21.28\t;41.76\t;989.04\t;1518001740
21.28\t;40.62\t;989.10\t;1518001770
21.27\t;42.51\t;989.09\t;1518001800
21.26\t;42.16\t;989.03\t;1518001830
21.26\t;41.67\t;989.04\t;1518001860
21.27\t;41.58\t;989.07\t;1518001890
21.26\t;40.84\t;989.08\t;1518001920
21.27\t;40.61\t;989.11\t;1518001950
21.25\t;41.62\t;988.97\t;1518001980
21.26\t;42.85\t;989.02\t;1518002010
21.27\t;42.94\t;989.08\t;1518002040
21.27\t;42.42\t;989.06\t;1518002070
21.27\t;41.76\t;989.06\t;1518002100
21.27\t;41.49\t;989.07\t;1518002130
21.27\t;42.17\t;989.01\t;1518002160
21.26\t;40.41\t;989.01\t;1518002190
21.26\t;40.62\t;989.04\t;1518002220
21.26\t;42.23\t;989.01\t;1518002250
21.26\t;39.87\t;989.00\t;1518002280
21.26\t;41.11\t;989.02\t;1518002310
21.25\t;43.55\t;989.00\t;1518002340
21.24\t;41.94\t;988.99\t;1518002370
21.24\t;42.09\t;989.02\t;1518002400
21.26\t;43.11\t;989.01\t;1518002430
21.25\t;39.94\t;989.03\t;1518002460
21.25\t;41.69\t;989.01\t;1518002490
21.24\t;42.08\t;988.90\t;1518002520
21.25\t;43.00\t;989.03\t;1518002550
21.25\t;42.10\t;989.01\t;1518002580
21.26\t;41.71\t;988.95\t;1518002610
21.25\t;42.27\t;989.04\t;1518002640
21.24\t;41.78\t;989.01\t;1518002670
21.27\t;41.38\t;988.92\t;1518002700
21.25\t;42.10\t;989.02\t;1518002730
21.24\t;40.38\t;989.05\t;1518002760
21.23\t;43.41\t;989.06\t;1518002790
21.23\t;43.11\t;989.01\t;1518002820
21.22\t;42.65\t;988.99\t;1518002850
21.23\t;41.06\t;989.02\t;1518002880
21.23\t;41.72\t;988.95\t;1518002910
21.24\t;42.18\t;988.92\t;1518002940
21.23\t;43.41\t;988.93\t;1518002970
21.23\t;44.01\t;988.99\t;1518003000
21.23\t;44.85\t;988.97\t;1518003030
21.21\t;42.61\t;988.94\t;1518003060
21.23\t;42.00\t;988.91\t;1518003090
21.22\t;43.20\t;988.98\t;1518003120
21.23\t;42.34\t;988.90\t;1518003150
21.22\t;41.77\t;988.89\t;1518003180
21.22\t;41.55\t;988.88\t;1518003210
21.22\t;41.09\t;988.90\t;1518003240
21.21\t;43.05\t;988.93\t;1518003270
21.2\t;41.36\t;988.90\t;1518003300
21.2\t;44.16\t;988.84\t;1518003330
21.21\t;42.05\t;988.89\t;1518003360
21.2\t;41.53\t;988.86\t;1518003390
21.19\t;42.43\t;988.86\t;1518003420
21.19\t;39.85\t;988.84\t;1518003450
21.2\t;41.97\t;988.80\t;1518003480
21.2\t;41.50\t;988.84\t;1518003510
21.2\t;41.71\t;988.81\t;1518003540
21.2\t;41.94\t;988.75\t;1518003570
21.2\t;43.04\t;988.85\t;1518003600
21.2\t;41.09\t;988.90\t;1518003630
21.19\t;41.95\t;988.85\t;1518003660
21.19\t;41.26\t;988.75\t;1518003690
21.19\t;42.27\t;988.81\t;1518003720
21.19\t;40.29\t;988.85\t;1518003750
21.18\t;42.95\t;988.88\t;1518003780
21.18\t;41.87\t;988.80\t;1518003810
21.17\t;41.00\t;988.85\t;1518003840
21.16\t;41.57\t;988.80\t;1518003870
21.17\t;42.08\t;988.87\t;1518003900
21.18\t;40.42\t;988.80\t;1518003930
21.17\t;41.03\t;988.80\t;1518003960
21.16\t;41.39\t;988.85\t;1518003990
21.17\t;42.80\t;988.96\t;1518004020
21.17\t;41.26\t;988.90\t;1518004050
21.17\t;41.81\t;988.75\t;1518004080
21.17\t;42.58\t;988.83\t;1518004110
21.17\t;42.40\t;988.88\t;1518004140
21.15\t;41.96\t;988.88\t;1518004170
21.17\t;41.74\t;988.81\t;1518004200
21.17\t;41.62\t;988.81\t;1518004230
21.15\t;41.74\t;988.87\t;1518004260
21.15\t;41.86\t;988.87\t;1518004290
21.15\t;41.12\t;988.74\t;1518004320
21.15\t;41.41\t;988.84\t;1518004350
21.14\t;41.67\t;988.85\t;1518004380
21.14\t;42.87\t;988.89\t;1518004410
21.13\t;41.14\t;988.84\t;1518004440
21.14\t;41.62\t;988.83\t;1518004470
21.14\t;42.52\t;988.85\t;1518004500
21.13\t;43.12\t;988.90\t;1518004530
21.14\t;42.24\t;988.90\t;1518004560
21.14\t;41.61\t;988.89\t;1518004590
21.14\t;41.54\t;988.88\t;1518004620
21.14\t;42.75\t;988.92\t;1518004650
21.13\t;41.12\t;988.91\t;1518004680
21.14\t;41.58\t;988.83\t;1518004710
21.14\t;42.93\t;988.90\t;1518004740
21.15\t;42.02\t;988.92\t;1518004770
21.14\t;42.07\t;988.87\t;1518004800
21.14\t;41.33\t;988.86\t;1518004830
21.14\t;41.94\t;988.91\t;1518004860
21.13\t;42.29\t;988.93\t;1518004890
21.12\t;42.51\t;988.86\t;1518004920
21.12\t;42.17\t;988.92\t;1518004950
21.13\t;42.74\t;988.89\t;1518004980
21.13\t;42.17\t;988.93\t;1518005010
21.12\t;41.76\t;988.86\t;1518005040
21.13\t;41.26\t;988.89\t;1518005070
21.12\t;41.67\t;988.97\t;1518005100
21.13\t;42.73\t;988.92\t;1518005130
21.11\t;42.51\t;991.02\t;1518005160
21.11\t;40.35\t;989.03\t;1518005190
21.12\t;41.63\t;988.91\t;1518005220
21.11\t;41.23\t;988.93\t;1518005250
21.12\t;42.90\t;988.91\t;1518005280
21.12\t;41.13\t;988.95\t;1518005310
21.12\t;41.92\t;988.87\t;1518005340
21.12\t;41.86\t;988.92\t;1518005370
21.11\t;41.71\t;988.96\t;1518005400
21.11\t;41.70\t;988.94\t;1518005430
21.12\t;41.05\t;988.96\t;1518005460
21.11\t;41.67\t;988.89\t;1518005490
21.11\t;42.16\t;988.94\t;1518005520
21.11\t;42.23\t;988.89\t;1518005550
21.1\t;41.89\t;988.87\t;1518005580
21.1\t;41.07\t;988.90\t;1518005610
21.11\t;40.74\t;988.97\t;1518005640
21.1\t;41.69\t;988.88\t;1518005670
21.11\t;41.70\t;988.87\t;1518005700
21.09\t;41.92\t;988.97\t;1518005730
21.11\t;41.62\t;988.89\t;1518005760
21.09\t;42.53\t;988.99\t;1518005790
21.11\t;42.10\t;988.89\t;1518005820
21.1\t;41.38\t;991.04\t;1518005850
21.1\t;41.74\t;988.88\t;1518005880
21.11\t;41.37\t;988.98\t;1518005910
21.09\t;41.24\t;988.93\t;1518005940
21.11\t;41.85\t;988.99\t;1518005970
21.1\t;41.40\t;988.98\t;1518006000
21.08\t;39.72\t;988.93\t;1518006030
21.08\t;41.59\t;988.86\t;1518006060
21.08\t;40.73\t;988.87\t;1518006090
21.09\t;41.08\t;988.92\t;1518006120
21.09\t;42.16\t;988.96\t;1518006150
21.09\t;43.00\t;988.88\t;1518006180
21.08\t;41.68\t;988.96\t;1518006210
21.08\t;41.80\t;988.92\t;1518006240
21.09\t;41.05\t;988.92\t;1518006270
21.08\t;41.60\t;988.85\t;1518006300
21.07\t;41.95\t;988.85\t;1518006330
21.07\t;41.69\t;988.93\t;1518006360
21.08\t;41.52\t;988.91\t;1518006390
21.07\t;41.69\t;988.90\t;1518006420
21.06\t;41.67\t;988.87\t;1518006450
21.08\t;42.39\t;988.87\t;1518006480
21.08\t;41.37\t;988.88\t;1518006510
21.08\t;41.47\t;988.88\t;1518006540
21.08\t;41.12\t;988.91\t;1518006570
21.07\t;42.16\t;988.87\t;1518006600
21.07\t;40.97\t;988.88\t;1518006630
21.07\t;41.44\t;988.89\t;1518006660
21.09\t;41.96\t;988.88\t;1518006690
21.08\t;39.87\t;988.86\t;1518006720
21.08\t;42.96\t;988.87\t;1518006750
21.08\t;41.96\t;988.85\t;1518006780
21.07\t;41.55\t;988.87\t;1518006810
21.07\t;43.24\t;988.83\t;1518006840
21.07\t;41.02\t;988.82\t;1518006870
21.06\t;41.54\t;988.83\t;1518006900
21.07\t;41.79\t;988.76\t;1518006930
21.06\t;42.11\t;988.83\t;1518006960
21.06\t;41.62\t;988.81\t;1518006990
21.07\t;41.50\t;988.83\t;1518007020
21.06\t;41.55\t;988.83\t;1518007050
21.05\t;41.43\t;988.76\t;1518007080
21.05\t;42.02\t;988.76\t;1518007110
21.06\t;41.87\t;988.84\t;1518007140
21.06\t;40.65\t;988.77\t;1518007170
21.07\t;41.92\t;988.86\t;1518007200
21.05\t;41.69\t;988.79\t;1518007230
21.07\t;41.53\t;988.76\t;1518007260
21.06\t;41.23\t;988.84\t;1518007290
21.05\t;40.59\t;988.76\t;1518007320
21.06\t;41.99\t;988.77\t;1518007350
21.05\t;42.20\t;988.76\t;1518007380
21.05\t;42.62\t;988.78\t;1518007410
21.06\t;41.66\t;988.82\t;1518007440
21.05\t;42.18\t;988.84\t;1518007470
21.05\t;41.50\t;988.89\t;1518007500
21.06\t;41.61\t;988.78\t;1518007530
21.07\t;41.65\t;988.84\t;1518007560
21.07\t;41.33\t;988.87\t;1518007590
21.07\t;41.69\t;988.88\t;1518007620
21.06\t;41.58\t;988.90\t;1518007650
21.06\t;41.97\t;988.86\t;1518007680
21.08\t;39.62\t;988.87\t;1518007710
21.06\t;41.20\t;988.93\t;1518007740
21.07\t;41.44\t;988.93\t;1518007770
21.06\t;39.34\t;988.87\t;1518007800
21.06\t;43.22\t;988.84\t;1518007830
21.05\t;43.57\t;988.94\t;1518007860
21.06\t;41.55\t;988.93\t;1518007890
21.08\t;41.54\t;988.88\t;1518007920
21.06\t;41.54\t;988.93\t;1518007950
21.06\t;40.41\t;988.91\t;1518007980
21.06\t;41.37\t;988.93\t;1518008010
21.06\t;41.50\t;988.90\t;1518008040
21.05\t;42.17\t;988.87\t;1518008070
21.05\t;41.52\t;988.88\t;1518008100
21.06\t;42.50\t;988.97\t;1518008130
21.06\t;42.19\t;988.94\t;1518008160
21.05\t;42.42\t;988.89\t;1518008190
21.06\t;41.90\t;988.94\t;1518008220
21.07\t;41.39\t;988.84\t;1518008250
21.05\t;41.74\t;988.92\t;1518008280
21.06\t;40.08\t;988.94\t;1518008310
21.05\t;40.33\t;988.83\t;1518008340
21.05\t;41.51\t;988.87\t;1518008370
21.04\t;41.43\t;988.90\t;1518008400
21.05\t;42.20\t;988.84\t;1518008430
21.06\t;41.25\t;988.81\t;1518008460
21.04\t;41.48\t;988.87\t;1518008490
21.05\t;41.80\t;988.84\t;1518008520
21.05\t;40.93\t;988.88\t;1518008550
21.05\t;41.43\t;988.90\t;1518008580
21.05\t;42.63\t;988.90\t;1518008610
21.05\t;40.69\t;988.85\t;1518008640
21.03\t;40.75\t;988.95\t;1518008670
21.04\t;41.83\t;988.85\t;1518008700
21.05\t;41.82\t;988.93\t;1518008730
21.04\t;41.13\t;988.85\t;1518008760
21.05\t;39.86\t;988.93\t;1518008790
21.05\t;40.95\t;988.93\t;1518008820
21.04\t;41.18\t;988.85\t;1518008850
21.05\t;41.45\t;988.92\t;1518008880
21.04\t;42.10\t;988.83\t;1518008910
21.04\t;40.96\t;988.86\t;1518008940
21.03\t;40.97\t;988.89\t;1518008970
21.03\t;43.11\t;988.90\t;1518009000
21.02\t;39.95\t;988.90\t;1518009030
21.03\t;43.17\t;988.93\t;1518009060
21.03\t;41.39\t;988.90\t;1518009090
21.02\t;42.13\t;988.91\t;1518009120
21.03\t;41.49\t;988.88\t;1518009150
21.02\t;41.54\t;988.86\t;1518009180
21.02\t;41.14\t;988.88\t;1518009210
21.03\t;41.47\t;988.89\t;1518009240
21.02\t;41.02\t;988.93\t;1518009270
21.02\t;41.05\t;988.89\t;1518009300
21.03\t;41.07\t;988.92\t;1518009330
21.02\t;39.76\t;988.87\t;1518009360
21.01\t;41.53\t;988.90\t;1518009390
21.02\t;41.32\t;988.87\t;1518009420
21.04\t;41.76\t;988.91\t;1518009450
21.03\t;41.89\t;988.92\t;1518009480
21.03\t;41.23\t;988.88\t;1518009510
21.03\t;41.85\t;988.90\t;1518009540
21.03\t;41.69\t;988.86\t;1518009570
21.02\t;41.18\t;988.93\t;1518009600
21.03\t;42.36\t;988.92\t;1518009630
21.01\t;40.08\t;988.92\t;1518009660
21.02\t;41.50\t;988.86\t;1518009690
21.01\t;40.89\t;988.81\t;1518009720
