UV;IR;VIS;Time
0.02;252;263;0
0.06;252;253;30
0.02;255;254;60
0.0;253;251;90
0.05;250;252;120
0.03;254;261;150
0.0;249;257;180
0.0;256;265;210
0.0;257;258;240
0.02;250;251;270
0.01;248;256;300
0.0;253;236;330
0.0;253;267;360
0.06;254;255;390
0.0;249;259;420
0.0;257;254;450
0.0;258;257;480
0.05;256;261;510
0.0;254;271;540
0.0;256;254;570
0.0;255;257;600
0.0;253;260;630
0.0;256;260;660
0.0;250;238;690
0.08;252;259;720
0.0;252;262;750
0.02;248;266;780
0.0;254;259;810
0.01;250;259;840
0.0;252;252;870
0.04;255;259;900
0.03;250;254;930
0.0;250;255;960
0.02;255;248;990
0.0;254;258;1020
0.05;252;251;1050
0.0;247;258;1080
0.0;254;254;1110
0.01;253;263;1140
0.0;254;257;1170
0.07;256;268;1200
0.0;248;249;1230
0.05;251;265;1260
0.04;256;251;1290
0.0;259;262;1320
0.02;250;263;1350
0.02;255;261;1380
0.0;249;246;1410
0.01;252;252;1440
0.05;247;262;1470
0.0;253;247;1500
0.0;251;267;1530
0.01;259;259;1560
0.04;255;259;1590
0.0;251;253;1620
0.0;257;252;1650
0.07;252;258;1680
0.02;255;261;1710
0.02;252;253;1740
0.02;251;255;1770
0.0;253;258;1800
0.05;251;267;1830
0.03;253;259;1860
0.02;254;254;1890
0.0;255;267;1920
0.02;249;255;1950
0.03;249;263;1980
0.05;255;253;2010
0.0;258;269;2040
0.0;257;263;2070
0.0;252;260;2100
0.07;253;263;2130
0.05;251;260;2160
0.02;254;260;2190
0.01;250;263;2220
0.02;256;256;2250
0.0;254;254;2280
0.04;249;255;2310
0.01;250;259;2340
0.0;250;258;2370
0.05;256;256;2400
0.0;254;257;2430
0.0;256;256;2460
0.01;252;265;2490
0.02;252;260;2520
0.05;254;264;2550
0.0;252;262;2580
0.01;256;264;2610
0.0;251;260;2640
0.05;256;253;2670
0.05;254;263;2700
0.0;253;247;2730
0.0;255;263;2760
0.0;249;252;2790
0.02;258;264;2820
0.02;250;260;2850
0.0;255;259;2880
0.07;248;266;2910
0.0;254;257;2940
0.03;251;252;2970
0.03;251;250;3000
0.01;253;261;3030
0.0;255;248;3060
0.01;251;263;3090
0.02;252;256;3120
0.0;252;261;3150
0.01;253;254;3180
0.05;249;271;3210
0.0;260;247;3240
0.06;257;260;3270
0.0;247;264;3300
0.01;252;260;3330
0.01;248;262;3360
0.0;250;276;3390
0.02;253;270;3420
0.01;257;265;3450
0.0;252;257;3480
0.0;253;247;3510
0.0;253;261;3540
0.02;250;253;3570
0.0;250;264;3600
0.03;250;255;3630
0.04;256;265;3660
0.0;257;264;3690
0.0;254;255;3720
0.0;250;263;3750
0.04;251;254;3780
0.01;250;247;3810
0.02;257;263;3840
0.0;252;266;3870
0.02;254;253;3900
0.02;251;254;3930
0.0;249;260;3960
0.0;249;257;3990
0.01;252;259;4020
0.02;255;261;4050
0.05;256;254;4080
0.01;253;253;4110
0.0;255;259;4140
0.01;257;263;4170
0.02;255;263;4200
0.0;257;264;4230
0.01;258;273;4260
0.0;253;268;4290
0.01;256;272;4320
0.02;251;261;4350
0.05;255;256;4380
0.02;246;259;4410
0.04;252;259;4440
0.0;253;263;4470
0.07;253;259;4500
0.01;251;256;4530
0.01;251;262;4560
0.03;250;275;4590
0.0;258;260;4620
0.04;252;249;4650
0.04;252;269;4680
0.0;259;264;4710
0.0;255;257;4740
0.05;252;264;4770
0.05;251;251;4800
0.0;254;267;4830
0.06;250;265;4860
0.01;256;257;4890
0.0;252;271;4920
0.03;253;258;4950
0.0;248;274;4980
0.03;251;263;5010
0.02;254;252;5040
0.05;254;251;5070
0.0;255;270;5100
0.0;252;273;5130
0.04;254;262;5160
0.01;255;271;5190
0.0;253;262;5220
0.01;250;261;5250
0.06;257;260;5280
0.04;255;267;5310
0.02;251;267;5340
0.06;248;250;5370
0.03;254;266;5400
0.03;253;266;5430
0.02;254;250;5460
0.05;255;257;5490
0.0;248;256;5520
0.06;251;249;5550
0.0;255;252;5580
0.04;247;274;5610
0.02;245;263;5640
0.08;255;253;5670
0.0;252;259;5700
0.0;256;262;5730
0.0;254;252;5760
0.01;258;261;5790
0.05;252;258;5820
0.02;254;263;5850
0.0;256;269;5880
0.01;253;262;5910
0.0;256;262;5940
0.04;254;273;5970
0.01;255;245;6000
0.02;244;251;6030
0.02;251;245;6060
0.06;246;263;6090
0.0;249;257;6120
0.0;256;266;6150
0.02;256;262;6180
0.0;250;266;6210
0.0;251;261;6240
0.05;254;268;6270
0.03;254;245;6300
0.0;247;250;6330
0.0;249;263;6360
0.0;256;261;6390
0.0;250;266;6420
0.01;247;262;6450
0.0;256;266;6480
0.03;248;262;6510
0.02;259;262;6540
0.06;252;257;6570
0.0;258;259;6600
0.0;248;245;6630
0.0;256;257;6660
0.04;252;251;6690
0.0;252;260;6720
0.0;255;253;6750
0.03;256;271;6780
0.05;250;258;6810
0.0;254;270;6840
0.0;259;262;6870
0.02;247;262;6900
0.0;247;260;6930
0.02;255;269;6960
0.0;258;252;6990
0.01;253;265;7020
0.0;252;264;7050
0.0;258;262;7080
0.02;255;275;7110
0.0;253;263;7140
0.02;248;254;7170
0.05;255;267;7200
0.02;255;246;7230
0.01;252;262;7260
0.0;257;254;7290
0.05;258;248;7320
0.01;249;258;7350
0.0;253;268;7380
0.0;249;264;7410
0.04;254;258;7440
0.0;254;247;7470
0.02;248;269;7500
0.0;254;250;7530
0.03;253;248;7560
0.0;253;255;7590
0.0;251;253;7620
0.05;250;258;7650
0.0;257;258;7680
0.0;258;255;7710
0.01;258;269;7740
0.05;251;269;7770
0.0;255;252;7800
0.04;251;276;7830
0.02;250;260;7860
0.0;256;268;7890
0.0;254;279;7920
0.0;251;259;7950
0.02;250;259;7980
0.0;249;250;8010
0.02;256;264;8040
0.0;252;257;8070
0.04;255;270;8100
0.07;252;249;8130
0.0;260;258;8160
0.02;251;253;8190
0.01;247;263;8220
0.0;251;270;8250
0.0;248;257;8280
0.0;253;269;8310
0.0;256;263;8340
0.04;253;258;8370
0.01;256;274;8400
0.0;256;256;8430
0.0;251;274;8460
0.02;247;249;8490
0.02;242;253;8520
0.05;250;258;8550
0.0;258;254;8580
0.01;255;247;8610
0.0;249;250;8640
0.04;253;258;8670
0.03;257;278;8700
0.0;251;258;8730
0.0;253;263;8760
0.05;255;261;8790
0.02;253;248;8820
0.0;248;266;8850
0.05;257;254;8880
0.0;249;258;8910
0.01;252;268;8940
0.01;254;264;8970
0.04;258;264;9000
0.05;250;260;9030
0.01;251;262;9060
0.0;247;254;9090
0.07;254;252;9120
0.0;255;248;9150
0.0;254;264;9180
0.05;254;265;9210
0.0;249;260;9240
0.02;256;255;9270
0.04;253;266;9300
0.09;258;250;9330
0.05;258;265;9360
0.0;250;264;9390
0.0;253;255;9420
0.06;251;255;9450
0.01;258;252;9480
0.01;258;255;9510
0.01;252;266;9540
0.0;257;264;9570
0.0;250;258;9600
0.0;248;257;9630
0.09;246;247;9660
0.05;254;264;9690
0.0;249;258;9720
0.02;245;275;9750
0.03;259;256;9780
0.05;258;258;9810
0.01;249;254;9840
0.09;245;262;9870
0.0;259;247;9900
0.0;255;261;9930
0.01;247;254;9960
0.02;253;257;9990
0.01;252;270;10020
0.0;253;251;10050
0.0;250;247;10080
0.0;256;275;10110
0.06;249;264;10140
0.0;255;264;10170
0.03;254;259;10200
0.0;249;240;10230
0.02;249;268;10260
0.02;252;263;10290
0.0;251;267;10320
0.02;255;245;10350
0.03;258;267;10380
0.0;256;261;10410
0.02;255;268;10440
0.0;254;258;10470
0.04;258;257;10500
0.06;253;262;10530
0.04;249;246;10560
0.0;254;269;10590
0.04;255;267;10620
0.0;251;258;10650
0.07;258;260;10680
0.0;257;242;10710
0.0;256;258;10740
0.03;252;265;10770
0.06;257;253;10800
0.0;255;261;10830
0.0;253;264;10860
0.03;249;272;10890
0.0;243;263;10920
0.03;253;267;10950
0.0;257;266;10980
0.0;253;260;11010
0.0;249;254;11040
0.0;254;244;11070
0.0;248;266;11100
0.0;254;261;11130
0.0;257;260;11160
0.01;248;261;11190
0.07;251;257;11220
0.0;256;256;11250
0.02;253;273;11280
0.0;253;257;11310
0.0;246;257;11340
0.0;261;262;11370
0.0;257;277;11400
0.0;249;257;11430
0.0;239;246;11460
0.0;249;250;11490
0.0;252;253;11520
0.0;249;251;11550
0.03;250;257;11580
0.04;248;265;11610
0.0;252;266;11640
0.02;255;268;11670
0.03;253;265;11700
0.0;250;246;11730
0.02;254;258;11760
0.01;248;258;11790
0.01;255;272;11820
0.0;256;275;11850
0.0;247;262;11880
0.0;253;268;11910
0.03;252;249;11940
0.05;252;267;11970
0.0;251;254;12000
0.01;251;260;12030
0.0;255;250;12060
0.02;253;254;12090
0.0;256;260;12120
0.01;247;269;12150
0.03;256;249;12180
0.06;252;257;12210
0.09;252;253;12240
0.01;253;251;12270
0.02;247;254;12300
0.01;253;271;12330
0.0;251;261;12360
0.0;252;259;12390
0.02;248;266;12420
0.01;252;262;12450
0.05;252;266;12480
0.0;250;263;12510
0.03;253;270;12540
0.0;255;251;12570
0.0;257;267;12600
0.04;253;257;12630
0.05;259;252;12660
0.03;249;267;12690
0.01;250;272;12720
0.0;251;246;12750
0.06;254;259;12780
0.0;259;248;12810
0.0;254;258;12840
0.02;252;258;12870
0.04;250;272;12900
0.0;246;261;12930
0.0;247;257;12960
0.0;252;261;12990
0.0;247;263;13020
0.04;247;257;13050
0.02;261;264;13080
0.0;254;267;13110
0.02;252;277;13140
0.02;255;252;13170
0.0;250;259;13200
0.03;257;245;13230
0.05;253;260;13260
0.0;254;258;13290
0.0;254;264;13320
0.04;248;270;13350
0.01;249;274;13380
0.02;252;265;13410
0.03;259;268;13440
0.02;252;243;13470
0.0;254;257;13500
0.05;254;266;13530
0.05;257;251;13560
0.0;248;270;13590
0.0;250;262;13620
0.05;251;258;13650
0.0;255;263;13680
0.0;250;254;13710
0.06;250;267;13740
0.05;254;272;13770
0.04;255;256;13800
0.0;247;254;13830
0.0;247;262;13860
0.03;253;263;13890
0.0;250;243;13920
0.0;255;264;13950
0.0;251;254;13980
0.06;254;268;14010
0.02;249;251;14040
0.02;250;255;14070
0.01;250;247;14100
0.0;256;265;14130
0.0;253;258;14160
0.0;251;262;14190
0.0;252;260;14220
0.02;251;258;14250
0.0;256;260;14280
0.04;247;266;14310
